Id,ACTION
1,0.7995639792485336
2,0.9994444444444445
3,0.999283256880734
4,0.9959296187498947
5,0.9997707269569553
6,1
7,0.9201282267336021
8,0.9999002493765586
9,0.8815738082728853
10,0.9824836620149928
11,0.9891825633737222
12,0.9930901287735854
13,0.9993286338828508
14,0.6712312162640227
15,0.9637472598564003
16,0.9786878617078151
17,0.6003589471227099
18,0.9171447897054084
19,0.9997654351798435
20,0.9983436983965052
21,0.9944738422883913
22,0.995675565620705
23,0.9981055516265913
24,0.9937672442755497
25,0.9998214285714286
26,0.964847940136333
27,0.9993813575798944
28,0.9768989105235836
29,0.9966847617696515
30,0.9520557335547467
31,0.9982128089031277
32,0.9791400471655268
33,0.9756631617908798
34,0.9985995269750085
35,0.9972784591745438
36,1
37,0.9947722491384049
38,0.9988612330198536
39,0.9990649783805339
40,0.9334388597176247
41,0.8713441041566135
42,0.9985531745808447
43,0.9958430105501477
44,0.9936333811908559
45,0.9976513059375953
46,0.9969434820804877
47,0.9999949596774194
48,0.9966184095422509
49,0.9998064173992566
50,0.9775851615352916
51,0.9369068269823316
52,0.998428861603413
53,0.9567753549877797
54,1
55,0.9989888249717089
56,0.9887231015001302
57,0.9733389306403177
58,0.9993444924411712
59,0.9992550566891326
60,0.9987458515064922
61,0.9995749462811878
62,0.9902804073109521
63,0.9981108902867252
64,0.9974261459201736
65,0.998796997766336
66,0.9826736826115412
67,0.9938911359757499
68,0.9999038461538461
69,0.9825118177348267
70,0.6430284342858453
71,0.9928789859144639
72,0.9985993933003239
73,1
74,0.9978240904547829
75,0.9982420865992578
76,0.9990993685609837
77,0.994559270099357
78,0.9259520329498508
79,0.7366834883519165
80,0.9935330115379286
81,0.9999079090620895
82,0.997361319565005
83,0.9986285157337789
84,0.9995181535294545
85,0.9940520084994318
86,0.9877231015001303
87,0.999544507193761
88,0.9962362652988013
89,0.999121678685696
90,0.9080515873015871
91,0.9942598068415874
92,0.9082681439661167
93,0.9969196183959445
94,0.9676288432334368
95,0.9973357558273116
96,0.9979938001342239
97,0.6402225207877563
98,0.998742785201913
99,0.9971953158410365
100,0.9955647812809832
101,0.98623488708291
102,0.9157676518883416
103,0.9964907730890485
104,0.9982082906417311
105,0.8053007729694968
106,0.9982440982645463
107,0.999869918699187
108,0.9931615395506145
109,0.9987137527448456
110,0.9982684073911667
111,0.915455273206287
112,0.9967140123772412
113,0.9843466155996636
114,0.9978898447168989
115,0.9933771970725109
116,0.989263221012786
117,0.9770718041811159
118,0.9989521860253567
119,0.9991830971314702
120,0.9963613557156578
121,0.9650021645021646
122,0.9978670377451919
123,0.9769078394050729
124,0.9945220497942436
125,0.9988506862741043
126,0.916745651384831
127,0.9252022024860304
128,0.753794177769255
129,0.9663213920697814
130,1
131,0.9989632191676805
132,0.9996235069304185
133,0.9938324159258453
134,0.7573483668654994
135,0.9990434957911413
136,0.9820125156727623
137,0.9981646425378361
138,0.9366734957735727
139,0.9929517621721858
140,0.9999002493765586
141,0.9754487989473
142,0.9910000000000001
143,0.9990265200912066
144,0.9992857142857143
145,0.9984426769582727
146,0.8978517883233128
147,0.8388441999522185
148,0.8777857029568666
149,0.9996523769305223
150,0.998307071581321
151,0.9995056382852916
152,0.7401165242135954
153,0.9973951866059465
154,0.9302001958101558
155,0.9936189321756054
156,0.9890423916507991
157,0.9940520084994318
158,0.9998678010400229
159,0.8520387129236997
160,0.9937248090260051
161,0.84469634923932
162,0.9944973859835397
163,0.9988591799530903
164,0.9934130182527032
165,0.9987807060481582
166,0.9999949596774194
167,0.9705052098489894
168,0.9930489323273777
169,0.9961642117545945
170,1
171,0.989436193840847
172,1
173,0.9792622870162963
174,0.9855108568874098
175,0.9981072904965509
176,0.9998631455033213
177,0.9721889056222177
178,0.9960300983612445
179,0.9950664653701949
180,0.9704432642936743
181,0.8155132616034151
182,1
183,0.6576181707489858
184,0.9123507120193776
185,0.9990744866745223
186,0.9506133631362341
187,0.9981209048360679
188,0.9876821252995039
189,0.603015596059731
190,0.9927595573808243
191,0.9999038461538461
192,0.9975347000282407
193,0.9994254898769925
194,0.9984790891550785
195,0.9955013633629958
196,0.9980699773737015
197,0.9998043526086553
198,0.9911939659489469
199,0.9990980994254077
200,0.832037143255872
201,0.9992774193548386
202,1
203,0.989311629954085
204,0.9881684141646369
205,1
206,0.9970333056549197
207,0.9987698289837111
208,0.9939972966853244
209,0.8175395136850824
210,0.6673414866932387
211,0.9526442718512061
212,0.9957483239137066
213,1
214,0.9925812400178033
215,0.9947489568696062
216,0.9651258989661958
217,0.9457843876594025
218,0.9992777127171888
219,0.9975537420328972
220,0.9893755991759385
221,0.6116904761904762
222,0.9994063805922155
223,1
224,0.9984123722743842
225,0.9640835744622608
226,0.9406118124315291
227,0.9807964034722264
228,0.9972528208848326
229,0.9997175038117073
230,0.9959127185763655
231,0.9943564427838132
232,0.9914179558302942
233,0.981145679553563
234,0.17494446933150617
235,0.8555141395950637
236,0.9941209843875796
237,0.9900390251552945
238,0.9878505254305802
239,0.9732302629546592
240,0.9987155802282496
241,0.9945785876912303
242,0.5594306205050743
243,0.6831119158619159
244,0.9859458150575346
245,0.9968659751598807
246,0.9966206908289831
247,0.9940503803670663
248,0.9545652280251207
249,0.9888030265384201
250,0.9988486774082641
251,0.9993369069490119
252,0.796634199134199
253,0.9995
254,1
255,0.9997049180327869
256,0.9766002411763891
257,0.9988760936556714
258,0.9881162026724273
259,0.9900244089228949
260,0.9996418244108508
261,0.9981755462060165
262,0.9829592692772917
263,0.9978879218201253
264,0.9992226178687581
265,1
266,0.9939972966853244
267,0.9345914803663194
268,0.9987986484333233
269,0.9871314713768975
270,0.998772658932619
271,0.9946865695651688
272,0.9971818181818182
273,0.9920050472843982
274,0.4796990455925314
275,0.9996862213406059
276,0.9883333333333333
277,0.9973763440860216
278,0.9995
279,0.8844733892778669
280,0.8817384418264363
281,0.9997943397078408
282,0.998789091307643
283,0.7622079020013804
284,0.9838381588799057
285,0.999660191273162
286,0.9547022465730041
287,0.9958385499069429
288,0.9995757575757577
